stem,trufor_score,map_npy_path
test_attack_digital_3_iphone15pro_chinese-01_0019_000-06d51424_0,0.7525575757026672,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-01_0019_000-06d51424_0_map.npy
test_attack_digital_3_iphone15pro_chinese-01_0034_000-9b26d58c_0,0.6570067405700684,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-01_0034_000-9b26d58c_0_map.npy
test_attack_digital_3_iphone15pro_chinese-081_03,0.4979166090488434,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-081_03_map.npy
test_attack_digital_3_iphone15pro_chinese-102_03,0.3959265351295471,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-102_03_map.npy
test_attack_digital_3_iphone15pro_chinese-142_03,0.6773965954780579,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-142_03_map.npy
test_attack_digital_3_iphone15pro_chinese-NF-1101,0.6992514729499817,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-NF-1101_map.npy
test_attack_digital_3_iphone15pro_chinese-NM-1092,0.4324370324611664,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_chinese-NM-1092_map.npy
test_attack_digital_3_iphone15pro_french-01_0070_000-a4a25cda_0,0.29027625918388367,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_french-01_0070_000-a4a25cda_0_map.npy
test_attack_digital_3_iphone15pro_french-091_03,0.4080173373222351,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_french-091_03_map.npy
test_attack_digital_3_iphone15pro_french-097_03,0.217170849442482,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_french-097_03_map.npy
test_attack_digital_3_iphone15pro_french-128_03,0.3011966645717621,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_french-128_03_map.npy
test_attack_digital_3_iphone15pro_french-NF-1063,0.23090146481990814,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_french-NF-1063_map.npy
test_attack_digital_3_iphone15pro_indian-014_03,0.14653843641281128,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_indian-014_03_map.npy
test_attack_digital_3_iphone15pro_indian-037_03,0.2543575167655945,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_indian-037_03_map.npy
test_attack_digital_3_iphone15pro_persian-01_0092_000-fad05fcd_1,0.2293747216463089,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_persian-01_0092_000-fad05fcd_1_map.npy
test_attack_digital_3_iphone15pro_persian-NF-1031,0.21475467085838318,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_persian-NF-1031_map.npy
test_attack_digital_3_iphone15pro_persian-NF-1043,0.1865922510623932,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_persian-NF-1043_map.npy
test_attack_digital_3_iphone15pro_persian-NM-1035,0.20366241037845612,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_persian-NM-1035_map.npy
test_attack_digital_3_iphone15pro_portugal-105_03,0.45758193731307983,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_portugal-105_03_map.npy
test_attack_digital_3_iphone15pro_portugal-NF-1024,0.29045572876930237,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_portugal-NF-1024_map.npy
test_attack_digital_3_iphone15pro_portugal-NF-1086,0.3022468090057373,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_portugal-NF-1086_map.npy
test_attack_digital_3_iphone15pro_russian-01_0030_000-0bc18d73_0,0.29516199231147766,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_russian-01_0030_000-0bc18d73_0_map.npy
test_attack_digital_3_iphone15pro_russian-01_0075_000-9bed189a_0,0.24064169824123383,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_russian-01_0075_000-9bed189a_0_map.npy
test_attack_digital_3_iphone15pro_russian-140_03,0.34039291739463806,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_russian-140_03_map.npy
test_attack_digital_3_iphone15pro_turkiye-01_0074_000-c54807ec_1,0.18213610351085663,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_turkiye-01_0074_000-c54807ec_1_map.npy
test_attack_digital_3_iphone15pro_turkiye-01_0088_000-3739c168_0,0.2256183624267578,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_turkiye-01_0088_000-3739c168_0_map.npy
test_attack_digital_3_iphone15pro_turkiye-041_03,0.2821158170700073,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_turkiye-041_03_map.npy
test_attack_digital_3_iphone15pro_turkiye-121_03,0.503333330154419,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_turkiye-121_03_map.npy
test_attack_digital_3_iphone15pro_ukraine-NF-1005,0.21180908381938934,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_ukraine-NF-1005_map.npy
test_attack_digital_3_iphone15pro_ukraine-NF-1057,0.20984745025634766,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_ukraine-NF-1057_map.npy
test_attack_digital_3_iphone15pro_usa-016_03,0.2786903977394104,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_usa-016_03_map.npy
test_attack_digital_3_iphone15pro_usa-136_03,0.1977909356355667,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_usa-136_03_map.npy
test_attack_digital_3_iphone15pro_usa-137_03,0.2834644317626953,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_usa-137_03_map.npy
test_attack_digital_3_iphone15pro_usa-NF-1017,0.3249155879020691,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_usa-NF-1017_map.npy
test_attack_digital_3_iphone15pro_usa-NF-1093,0.2535364031791687,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_iphone15pro_usa-NF-1093_map.npy
test_attack_digital_3_scan_arabic-024_03,0.8169047832489014,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_arabic-024_03_map.npy
test_attack_digital_3_scan_arabic-139_03,0.9171903133392334,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_arabic-139_03_map.npy
test_attack_digital_3_scan_arabic-NF-1040,0.42806926369667053,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_arabic-NF-1040_map.npy
test_attack_digital_3_scan_arabic-NM-1029,0.3449046015739441,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_arabic-NM-1029_map.npy
test_attack_digital_3_scan_chinese-001_03,0.5014108419418335,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-001_03_map.npy
test_attack_digital_3_scan_chinese-01_0019_000-06d51424_0,0.3683411777019501,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-01_0019_000-06d51424_0_map.npy
test_attack_digital_3_scan_chinese-01_0034_000-9b26d58c_0,0.4588419795036316,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-01_0034_000-9b26d58c_0_map.npy
test_attack_digital_3_scan_chinese-081_03,0.4839605391025543,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-081_03_map.npy
test_attack_digital_3_scan_chinese-102_03,0.46719950437545776,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-102_03_map.npy
test_attack_digital_3_scan_chinese-142_03,0.5190953612327576,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-142_03_map.npy
test_attack_digital_3_scan_chinese-NF-1101,0.6317516565322876,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-NF-1101_map.npy
test_attack_digital_3_scan_chinese-NM-1092,0.5782496333122253,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_chinese-NM-1092_map.npy
test_attack_digital_3_scan_french-01_0070_000-a4a25cda_0,0.402798593044281,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_french-01_0070_000-a4a25cda_0_map.npy
test_attack_digital_3_scan_french-091_03,0.5375178456306458,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_french-091_03_map.npy
test_attack_digital_3_scan_french-097_03,0.24828574061393738,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_french-097_03_map.npy
test_attack_digital_3_scan_french-128_03,0.4724811613559723,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_french-128_03_map.npy
test_attack_digital_3_scan_french-NF-1063,0.28104913234710693,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_french-NF-1063_map.npy
test_attack_digital_3_scan_indian-014_03,0.2774355411529541,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_indian-014_03_map.npy
test_attack_digital_3_scan_indian-037_03,0.2348550409078598,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_indian-037_03_map.npy
test_attack_digital_3_scan_persian-01_0092_000-fad05fcd_1,0.3608056604862213,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_persian-01_0092_000-fad05fcd_1_map.npy
test_attack_digital_3_scan_persian-NF-1031,0.32450059056282043,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_persian-NF-1031_map.npy
test_attack_digital_3_scan_persian-NF-1043,0.3936513662338257,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_persian-NF-1043_map.npy
test_attack_digital_3_scan_persian-NM-1035,0.6516633629798889,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_persian-NM-1035_map.npy
test_attack_digital_3_scan_portugal-105_03,0.3851458728313446,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_portugal-105_03_map.npy
test_attack_digital_3_scan_portugal-NF-1024,0.31285351514816284,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_portugal-NF-1024_map.npy
test_attack_digital_3_scan_portugal-NF-1086,0.21288461983203888,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_portugal-NF-1086_map.npy
test_attack_digital_3_scan_russian-01_0030_000-0bc18d73_0,0.3413284420967102,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_russian-01_0030_000-0bc18d73_0_map.npy
test_attack_digital_3_scan_russian-01_0075_000-9bed189a_0,0.3267036974430084,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_russian-01_0075_000-9bed189a_0_map.npy
test_attack_digital_3_scan_russian-140_03,0.3488572835922241,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_russian-140_03_map.npy
test_attack_digital_3_scan_turkiye-01_0074_000-c54807ec_1,0.8379920721054077,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_turkiye-01_0074_000-c54807ec_1_map.npy
test_attack_digital_3_scan_turkiye-01_0088_000-3739c168_0,0.7117899060249329,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_turkiye-01_0088_000-3739c168_0_map.npy
test_attack_digital_3_scan_turkiye-041_03,0.4322001039981842,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_turkiye-041_03_map.npy
test_attack_digital_3_scan_turkiye-121_03,0.5634335279464722,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_turkiye-121_03_map.npy
test_attack_digital_3_scan_ukraine-NF-1005,0.37747722864151,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_ukraine-NF-1005_map.npy
test_attack_digital_3_scan_ukraine-NF-1057,0.5777028799057007,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_ukraine-NF-1057_map.npy
test_attack_digital_3_scan_usa-016_03,0.5789339542388916,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_usa-016_03_map.npy
test_attack_digital_3_scan_usa-136_03,0.8120359182357788,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_usa-136_03_map.npy
test_attack_digital_3_scan_usa-137_03,0.3206266760826111,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_usa-137_03_map.npy
test_attack_digital_3_scan_usa-NF-1017,0.40638086199760437,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_usa-NF-1017_map.npy
test_attack_digital_3_scan_usa-NF-1093,0.7237298488616943,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_digital_3_scan_usa-NF-1093_map.npy
test_attack_facedancer_huawei_chinese2-flickr_F_16745558933_a3f9fe2bc9_k,0.42923876643180847,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_huawei_chinese2-flickr_F_16745558933_a3f9fe2bc9_k_map.npy
test_attack_facedancer_huawei_chinese2-flickr_F_21696826019_7407a3bea0_k,0.6237569451332092,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_huawei_chinese2-flickr_F_21696826019_7407a3bea0_k_map.npy
test_attack_facedancer_huawei_netherland-flickr_F_10239917343_ca73cd29b5_h,0.21311654150485992,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_huawei_netherland-flickr_F_10239917343_ca73cd29b5_h_map.npy
test_attack_facedancer_huawei_netherland-flickr_F_37048326531_f8270ca4df_k,0.56858891248703,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_huawei_netherland-flickr_F_37048326531_f8270ca4df_k_map.npy
test_attack_facedancer_huawei_netherland-flickr_M_37190718595_78e318623b_k,0.2650863826274872,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_huawei_netherland-flickr_M_37190718595_78e318623b_k_map.npy
test_attack_facedancer_huawei_singapore-flickr_F_33574462985_422fca6322_c,0.4110298454761505,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_huawei_singapore-flickr_F_33574462985_422fca6322_c_map.npy
test_attack_facedancer_iphone15_chinese2-flickr_F_16745558933_a3f9fe2bc9_k,0.6932956576347351,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_iphone15_chinese2-flickr_F_16745558933_a3f9fe2bc9_k_map.npy
test_attack_facedancer_iphone15_chinese2-flickr_F_33552328531_f6d5dd17b8_c,0.7064516544342041,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_iphone15_chinese2-flickr_F_33552328531_f6d5dd17b8_c_map.npy
test_attack_facedancer_iphone15_chinese2-flickr_M_33552319041_2631ab0a0c_c,0.6791186332702637,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_iphone15_chinese2-flickr_M_33552319041_2631ab0a0c_c_map.npy
test_attack_facedancer_iphone15_netherland-flickr_F_10239917343_ca73cd29b5_h,0.41745224595069885,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_iphone15_netherland-flickr_F_10239917343_ca73cd29b5_h_map.npy
test_attack_facedancer_iphone15_netherland-flickr_M_19475853574_c947539b18_c,0.5317628979682922,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_iphone15_netherland-flickr_M_19475853574_c947539b18_c_map.npy
test_attack_facedancer_iphone15_singapore-flickr_M_24170605047_501e882ccc_o,0.5489059686660767,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_iphone15_singapore-flickr_M_24170605047_501e882ccc_o_map.npy
test_attack_facedancer_scan_chinese2-flickr_F_16745558933_a3f9fe2bc9_k,0.3839413821697235,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_chinese2-flickr_F_16745558933_a3f9fe2bc9_k_map.npy
test_attack_facedancer_scan_chinese2-flickr_F_21696826019_7407a3bea0_k,0.28234073519706726,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_chinese2-flickr_F_21696826019_7407a3bea0_k_map.npy
test_attack_facedancer_scan_chinese2-flickr_F_33552328531_f6d5dd17b8_c,0.3312704861164093,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_chinese2-flickr_F_33552328531_f6d5dd17b8_c_map.npy
test_attack_facedancer_scan_chinese2-flickr_M_16743317854_732a16acc8_k,0.4022214412689209,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_chinese2-flickr_M_16743317854_732a16acc8_k_map.npy
test_attack_facedancer_scan_chinese2-flickr_M_33552319041_2631ab0a0c_c,0.7689207196235657,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_chinese2-flickr_M_33552319041_2631ab0a0c_c_map.npy
test_attack_facedancer_scan_netherland-flickr_F_31998547103_f617b19dfc_h,0.38931089639663696,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_netherland-flickr_F_31998547103_f617b19dfc_h_map.npy
test_attack_facedancer_scan_netherland-flickr_M_19475853574_c947539b18_c,0.26273438334465027,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_netherland-flickr_M_19475853574_c947539b18_c_map.npy
test_attack_facedancer_scan_netherland-flickr_M_33276713046_c88eb6c4c8_c,0.28489017486572266,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_netherland-flickr_M_33276713046_c88eb6c4c8_c_map.npy
test_attack_facedancer_scan_netherland-flickr_M_37190718595_78e318623b_k,0.2457626312971115,E:\PycharmProjects\DocVerify\sota_comparison\trufor_output\test_attack_facedancer_scan_netherland-flickr_M_37190718595_78e318623b_k_map.npy
